,YEAR,ALARM_DATE,GIS_ACRES,CAUSE,MONTH,DAY,MONTH_NAME
1368,2008,2008-06-21 00:00:00,13126.68,1 - Lightning,6,173,Jun
1386,2008,2008-06-21 00:00:00,24876.34,1 - Lightning,6,173,Jun
1393,2008,2008-06-21 00:00:00,12401.95,1 - Lightning,6,173,Jun
1400,2008,2008-06-21 00:00:00,13511.76,1 - Lightning,6,173,Jun
1354,2008,2008-06-21 00:00:00,168.3676,1 - Lightning,6,173,Jun
1353,2008,2008-06-21 00:00:00,1165.431,1 - Lightning,6,173,Jun
1577,2011,2011-06-22 00:00:00,108.0505,14 - Unknown / Unidentified,6,173,Jun
1352,2008,2008-06-21 00:00:00,2416.797,1 - Lightning,6,173,Jun
1401,2008,2008-06-21 00:00:00,788.7921,1 - Lightning,6,173,Jun
1348,2008,2008-06-21 00:00:00,11090.15,1 - Lightning,6,173,Jun
1349,2008,2008-06-21 00:00:00,9219.731,1 - Lightning,6,173,Jun
1429,2009,2009-06-22 00:00:00,689.9021,11 - Powerline,6,173,Jun
1351,2008,2008-06-21 00:00:00,309.1754,1 - Lightning,6,173,Jun
1350,2008,2008-06-21 00:00:00,580.6381,1 - Lightning,6,173,Jun
1207,2007,2007-06-23 00:00:00,481.78,5 - Debris,6,174,Jun
94,2017,2017-06-23 00:00:00,356.9353,5 - Debris,6,174,Jun
1421,2009,2009-06-23 00:00:00,169.8183,9 - Miscellaneous,6,174,Jun
1238,2007,2007-06-23 00:00:00,3069.805,4 - Campfire,6,174,Jun
1389,2008,2008-06-22 00:00:00,14544.0,1 - Lightning,6,174,Jun
325,1915,1915-06-23 00:00:00,118.8507,14 - Unknown / Unidentified,6,174,Jun
1930,2015,2015-06-23 00:00:00,14253.95,4 - Campfire,6,174,Jun
1382,2008,2008-06-22 00:00:00,980.283,1 - Lightning,6,174,Jun
1380,2008,2008-06-22 00:00:00,948.7195,1 - Lightning,6,174,Jun
1293,2008,2008-06-22 00:00:00,210.6067,4 - Campfire,6,174,Jun
1316,2008,2008-06-22 00:00:00,4657.563,1 - Lightning,6,174,Jun
1300,2008,2008-06-22 00:00:00,11173.0,10 - Vehicle,6,174,Jun
1858,2015,2015-06-24 00:00:00,364.396,14 - Unknown / Unidentified,6,175,Jun
114,2017,2017-06-24 00:00:00,15833.21,1 - Lightning,6,175,Jun
1972,2016,2016-06-23 00:00:00,48008.35,14 - Unknown / Unidentified,6,175,Jun
1612,2011,2011-06-24 00:00:00,129.6425,10 - Vehicle,6,175,Jun
1611,2011,2011-06-24 00:00:00,380.589,10 - Vehicle,6,175,Jun
1431,2009,2009-06-24 00:00:00,277.9886,10 - Vehicle,6,175,Jun
1430,2009,2009-06-24 00:00:00,188.3855,15 - Structure,6,175,Jun
1305,2008,2008-06-23 00:00:00,2067.143,1 - Lightning,6,175,Jun
1181,2006,2006-06-25 00:00:00,170.5343,7 - Arson,6,176,Jun
1104,2006,2006-06-25 00:00:00,4393.104,1 - Lightning,6,176,Jun
64,2017,2017-06-25 00:00:00,759.7584,7 - Arson,6,176,Jun
26,2017,2017-06-25 00:00:00,269.1116,11 - Powerline,6,176,Jun
356,1916,1916-06-24 00:00:00,127.0033,14 - Unknown / Unidentified,6,176,Jun
1185,2006,2006-06-25 00:00:00,2919.262,1 - Lightning,6,176,Jun
1738,2013,2013-06-25 00:00:00,117.7576,14 - Unknown / Unidentified,6,176,Jun
1020,1994,1994-06-25 00:00:00,3487.831,4 - Campfire,6,176,Jun
1010,1990,1990-06-25 00:00:00,321.4325,9 - Miscellaneous,6,176,Jun
1988,2016,2016-06-24 00:00:00,641.2314,9 - Miscellaneous,6,176,Jun
1184,2006,2006-06-25 00:00:00,512.3259,1 - Lightning,6,176,Jun
1126,2006,2006-06-26 00:00:00,537.4158,1 - Lightning,6,177,Jun
1133,2006,2006-06-26 00:00:00,1053.402,1 - Lightning,6,177,Jun
1150,2006,2006-06-26 00:00:00,193.5323,2 - Equipment Use,6,177,Jun
1134,2006,2006-06-26 00:00:00,460.6421,1 - Lightning,6,177,Jun
1585,2011,2011-06-26 00:00:00,568.4095,10 - Vehicle,6,177,Jun
1980,2016,2016-06-25 00:00:00,1246.319,10 - Vehicle,6,177,Jun
86,2017,2017-06-26 00:00:00,6303.659,10 - Vehicle,6,177,Jun
1101,2006,2006-06-26 00:00:00,3751.389,1 - Lightning,6,177,Jun
1098,2006,2006-06-26 00:00:00,1304.424,1 - Lightning,6,177,Jun
135,2017,2017-06-26 00:00:00,1594.034,1 - Lightning,6,177,Jun
12,2017,2017-06-26 00:00:00,1645.591,10 - Vehicle,6,177,Jun
1474,2009,2009-06-26 00:00:00,409.0049,9 - Miscellaneous,6,177,Jun
876,1956,1956-06-25 00:00:00,377.1027,14 - Unknown / Unidentified,6,177,Jun
1187,2006,2006-06-26 00:00:00,1246.917,1 - Lightning,6,177,Jun
1135,2006,2006-06-26 00:00:00,130.0214,1 - Lightning,6,177,Jun
1946,2016,2016-06-26 00:00:00,1000.718,1 - Lightning,6,178,Jun
144,2017,2017-06-27 00:00:00,669.2087,7 - Arson,6,178,Jun
1158,2006,2006-06-27 00:00:00,225.1383,1 - Lightning,6,178,Jun
1605,2011,2011-06-27 00:00:00,144.9671,11 - Powerline,6,178,Jun
1151,2006,2006-06-27 00:00:00,233.436,10 - Vehicle,6,178,Jun
120,2017,2017-06-27 00:00:00,107.2538,9 - Miscellaneous,6,178,Jun
1308,2008,2008-06-26 00:00:00,2095.894,1 - Lightning,6,178,Jun
359,1916,1916-06-26 00:00:00,139.3635,14 - Unknown / Unidentified,6,178,Jun
1627,2011,2011-06-27 00:00:00,1129.855,2 - Equipment Use,6,178,Jun
1256,2007,2007-06-28 00:00:00,456.7993,2 - Equipment Use,6,179,Jun
1467,2009,2009-06-28 00:00:00,114.9584,9 - Miscellaneous,6,179,Jun
1136,2006,2006-06-28 00:00:00,210.3216,1 - Lightning,6,179,Jun
1728,2013,2013-06-28 00:00:00,534.2628,7 - Arson,6,179,Jun
1177,2006,2006-06-28 00:00:00,241.0048,1 - Lightning,6,179,Jun
155,2017,2017-06-28 00:00:00,653.5079,2 - Equipment Use,6,179,Jun
1124,2006,2006-06-28 00:00:00,646.679,1 - Lightning,6,179,Jun
181,2017,2017-06-28 00:00:00,702.3066,9 - Miscellaneous,6,179,Jun
1321,2008,2008-06-27 00:00:00,326.7026,1 - Lightning,6,179,Jun
49,2017,2017-06-28 00:00:00,558.1425,10 - Vehicle,6,179,Jun
1704,2012,2012-06-28 00:00:00,192.0436,5 - Debris,6,180,Jun
1877,2015,2015-06-29 00:00:00,210.8346,8 - Playing with fire,6,180,Jun
1052,2000,2000-06-28 00:00:00,222.2774,1 - Lightning,6,180,Jun
1139,2006,2006-06-29 00:00:00,124.2512,14 - Unknown / Unidentified,6,180,Jun
1468,2009,2009-06-29 00:00:00,2577.448,1 - Lightning,6,180,Jun
1987,2016,2016-06-28 00:00:00,5644.68,9 - Miscellaneous,6,180,Jun
1312,2008,2008-06-28 00:00:00,576.2856,1 - Lightning,6,180,Jun
1251,2007,2007-06-29 00:00:00,176.6712,7 - Arson,6,180,Jun
1730,2013,2013-06-29 00:00:00,105.2913,10 - Vehicle,6,180,Jun
1365,2008,2008-06-28 00:00:00,119.1423,1 - Lightning,6,180,Jun
2016,2016,2016-06-28 00:00:00,371.6552,10 - Vehicle,6,180,Jun
683,1931,1931-06-30 00:00:00,2134.816,14 - Unknown / Unidentified,6,181,Jun
1140,2006,2006-06-30 00:00:00,226.2298,7 - Arson,6,181,Jun
1640,2012,2012-06-29 00:00:00,160.4304,8 - Playing with fire,6,181,Jun
1632,2012,2012-06-29 00:00:00,173.2719,14 - Unknown / Unidentified,6,181,Jun
1275,2007,2007-06-30 00:00:00,394.0664,9 - Miscellaneous,6,181,Jun
1603,2011,2011-06-30 00:00:00,171.7036,9 - Miscellaneous,6,181,Jun
1457,2009,2009-07-01 00:00:00,391.4507,1 - Lightning,7,182,Jul
1086,2004,2004-06-30 00:00:00,5031.157,1 - Lightning,6,182,Jun
1953,2016,2016-06-30 00:00:00,465.1825,11 - Powerline,6,182,Jun
1732,2013,2013-07-01 00:00:00,5365.245,14 - Unknown / Unidentified,7,182,Jul
1872,2015,2015-07-01 00:00:00,181.437,14 - Unknown / Unidentified,7,182,Jul
1458,2009,2009-07-01 00:00:00,1129.536,1 - Lightning,7,182,Jul
974,1985,1985-07-01 00:00:00,84271.42,2 - Equipment Use,7,182,Jul
1768,2013,2013-07-01 00:00:00,478.0438,11 - Powerline,7,182,Jul
1837,2014,2014-07-01 00:00:00,15242.87,1 - Lightning,7,182,Jul
1821,2014,2014-07-01 00:00:00,641.467,1 - Lightning,7,182,Jul
1851,2014,2014-07-01 00:00:00,4297.35,14 - Unknown / Unidentified,7,182,Jul
1472,2009,2009-07-01 00:00:00,5193.642,1 - Lightning,7,182,Jul
1819,2014,2014-07-01 00:00:00,456.01,1 - Lightning,7,182,Jul
855,1953,1953-07-02 00:00:00,31708.98,14 - Unknown / Unidentified,7,183,Jul
1949,2016,2016-07-01 00:00:00,104.2135,14 - Unknown / Unidentified,7,183,Jul
1343,2008,2008-07-01 00:00:00,299.7513,7 - Arson,7,183,Jul
804,1944,1944-07-01 00:00:00,1538.894,14 - Unknown / Unidentified,7,183,Jul
1736,2013,2013-07-02 00:00:00,139.3611,9 - Miscellaneous,7,183,Jul
93,2017,2017-07-02 00:00:00,1561.663,14 - Unknown / Unidentified,7,183,Jul
883,1958,1957-07-02 00:00:00,147.4947,14 - Unknown / Unidentified,7,183,Jul
1820,2014,2014-07-02 00:00:00,117.4045,1 - Lightning,7,183,Jul
1856,2015,2015-07-02 00:00:00,357.5903,7 - Arson,7,183,Jul
1822,2014,2014-07-03 00:00:00,1397.349,6 - Railroad,7,184,Jul
1290,2008,2008-07-02 00:00:00,53699.33,1 - Lightning,7,184,Jul
1958,2016,2016-07-02 00:00:00,283.9547,9 - Miscellaneous,7,184,Jul
1844,2014,2014-07-03 00:00:00,177.7857,14 - Unknown / Unidentified,7,184,Jul
51,2017,2017-07-03 00:00:00,208.2268,2 - Equipment Use,7,184,Jul
1152,2006,2006-07-03 00:00:00,1997.151,9 - Miscellaneous,7,184,Jul
103,2017,2017-07-03 00:00:00,310.7712,1 - Lightning,7,184,Jul
1002,1988,1988-07-02 00:00:00,2499.556,9 - Miscellaneous,7,184,Jul
1361,2008,2008-07-02 00:00:00,176.9437,9 - Miscellaneous,7,184,Jul
1662,2012,2012-07-03 00:00:00,885.1592,14 - Unknown / Unidentified,7,185,Jul
1498,2010,2010-07-04 00:00:00,672.0052,8 - Playing with fire,7,185,Jul
1153,2006,2006-07-04 00:00:00,149.9436,2 - Equipment Use,7,185,Jul
953,1976,1976-07-03 00:00:00,192.0884,3 - Smoking,7,185,Jul
1266,2007,2007-07-04 00:00:00,240358.7,2 - Equipment Use,7,185,Jul
1876,2015,2015-07-04 00:00:00,398.4229,1 - Lightning,7,185,Jul
1879,2015,2015-07-04 00:00:00,163.283,14 - Unknown / Unidentified,7,185,Jul
1332,2008,2008-07-04 00:00:00,271.5575,1 - Lightning,7,186,Jul
1105,2006,2006-07-05 00:00:00,447.0361,1 - Lightning,7,186,Jul
1202,2006,2006-07-05 00:00:00,2035.224,1 - Lightning,7,186,Jul
745,1936,1936-07-04 00:00:00,102.4128,14 - Unknown / Unidentified,7,186,Jul
1323,2008,2008-07-04 00:00:00,2367.237,1 - Lightning,7,186,Jul
1329,2008,2008-07-04 00:00:00,186.1272,1 - Lightning,7,186,Jul
1327,2008,2008-07-04 00:00:00,451.6416,1 - Lightning,7,186,Jul
1322,2008,2008-07-04 00:00:00,879.7822,1 - Lightning,7,186,Jul
1319,2008,2008-07-04 00:00:00,3416.339,1 - Lightning,7,186,Jul
1318,2008,2008-07-04 00:00:00,1537.734,1 - Lightning,7,186,Jul
1313,2008,2008-07-04 00:00:00,181.1454,1 - Lightning,7,186,Jul
1311,2008,2008-07-04 00:00:00,1347.432,1 - Lightning,7,186,Jul
1304,2008,2008-07-04 00:00:00,1187.171,1 - Lightning,7,186,Jul
1267,2007,2007-07-05 00:00:00,406.5478,1 - Lightning,7,186,Jul
1269,2007,2007-07-05 00:00:00,22331.92,1 - Lightning,7,186,Jul
1331,2008,2008-07-04 00:00:00,134.8568,1 - Lightning,7,186,Jul
1334,2008,2008-07-04 00:00:00,403.0794,1 - Lightning,7,186,Jul
1330,2008,2008-07-04 00:00:00,370.9719,1 - Lightning,7,186,Jul
17,2017,2017-07-05 00:00:00,469.3559,9 - Miscellaneous,7,186,Jul
1979,2016,2016-07-04 00:00:00,101.3506,2 - Equipment Use,7,186,Jul
1606,2011,2011-07-05 00:00:00,431.7294,10 - Vehicle,7,186,Jul
1404,2009,2009-07-05 00:00:00,210.5635,1 - Lightning,7,186,Jul
1228,2007,2007-07-06 00:00:00,27062.87,1 - Lightning,7,187,Jul
55,2017,2017-07-06 00:00:00,2366.235,14 - Unknown / Unidentified,7,187,Jul
1402,2009,2009-07-06 00:00:00,330.1603,14 - Unknown / Unidentified,7,187,Jul
1219,2007,2007-07-06 00:00:00,6462.62,1 - Lightning,7,187,Jul
1218,2007,2007-07-06 00:00:00,267.2752,1 - Lightning,7,187,Jul
1325,2008,2008-07-05 00:00:00,1171.231,1 - Lightning,7,187,Jul
11,2017,2017-07-06 00:00:00,28834.17,10 - Vehicle,7,187,Jul
1220,2007,2007-07-06 00:00:00,1643.769,1 - Lightning,7,187,Jul
1755,2013,2013-07-06 00:00:00,7084.673,14 - Unknown / Unidentified,7,187,Jul
1427,2009,2009-07-06 00:00:00,208.3219,14 - Unknown / Unidentified,7,187,Jul
1614,2011,2011-07-06 00:00:00,114.3859,1 - Lightning,7,187,Jul
857,1953,1953-07-07 00:00:00,557.9131,14 - Unknown / Unidentified,7,188,Jul
1599,2011,2011-07-07 00:00:00,508.3433,14 - Unknown / Unidentified,7,188,Jul
161,2017,2017-07-07 00:00:00,6028.49,2 - Equipment Use,7,188,Jul
1409,2009,2009-07-07 00:00:00,348.3582,9 - Miscellaneous,7,188,Jul
70,2017,2017-07-07 00:00:00,2940.496,14 - Unknown / Unidentified,7,188,Jul
1339,2008,2008-07-06 00:00:00,103.968,6 - Railroad,7,188,Jul
1570,2011,2011-07-08 00:00:00,167.452,14 - Unknown / Unidentified,7,189,Jul
1680,2012,2012-07-07 00:00:00,187.8274,7 - Arson,7,189,Jul
1546,2011,2011-07-08 00:00:00,523.9898,2 - Equipment Use,7,189,Jul
1737,2013,2013-07-08 00:00:00,570.8655,9 - Miscellaneous,7,189,Jul
1644,2012,2012-07-07 00:00:00,121.3023,14 - Unknown / Unidentified,7,189,Jul
130,2017,2017-07-08 00:00:00,18412.4,9 - Miscellaneous,7,189,Jul
1075,2003,2003-07-08 00:00:00,480.7464,7 - Arson,7,189,Jul
1617,2011,2011-07-08 00:00:00,20681.54,1 - Lightning,7,189,Jul
165,2017,2017-07-08 00:00:00,1821.772,11 - Powerline,7,189,Jul
1641,2012,2012-07-07 00:00:00,1135.347,14 - Unknown / Unidentified,7,189,Jul
1188,2006,2006-07-09 00:00:00,2097.887,1 - Lightning,7,190,Jul
914,1963,1963-07-09 00:00:00,176.336,14 - Unknown / Unidentified,7,190,Jul
1893,2015,2015-07-09 00:00:00,408.9148,1 - Lightning,7,190,Jul
1114,2006,2006-07-09 00:00:00,584.8881,1 - Lightning,7,190,Jul
1952,2016,2016-07-08 00:00:00,330.9144,7 - Arson,7,190,Jul
1634,2012,2012-07-08 00:00:00,196.3657,14 - Unknown / Unidentified,7,190,Jul
1159,2006,2006-07-09 00:00:00,24218.9,1 - Lightning,7,190,Jul
1189,2006,2006-07-09 00:00:00,4655.902,1 - Lightning,7,190,Jul
1666,2012,2012-07-08 00:00:00,4429.401,7 - Arson,7,190,Jul
1643,2012,2012-07-08 00:00:00,117.3579,11 - Powerline,7,190,Jul
1591,2011,2011-07-09 00:00:00,341.6777,14 - Unknown / Unidentified,7,190,Jul
89,2017,2017-07-09 00:00:00,48886.66,10 - Vehicle,7,190,Jul
10,2017,2017-07-09 00:00:00,340.4365,2 - Equipment Use,7,190,Jul
23,2017,2017-07-10 00:00:00,102.559,14 - Unknown / Unidentified,7,191,Jul
1966,2016,2016-07-09 00:00:00,850.8893,4 - Campfire,7,191,Jul
1249,2007,2007-07-10 00:00:00,919.1995,14 - Unknown / Unidentified,7,191,Jul
1234,2007,2007-07-10 00:00:00,1144.694,1 - Lightning,7,191,Jul
1235,2007,2007-07-10 00:00:00,8081.957,1 - Lightning,7,191,Jul
1273,2007,2007-07-10 00:00:00,2177.285,1 - Lightning,7,191,Jul
1272,2007,2007-07-10 00:00:00,2172.781,1 - Lightning,7,191,Jul
1642,2012,2012-07-09 00:00:00,2530.048,2 - Equipment Use,7,191,Jul
1277,2007,2007-07-10 00:00:00,679.6122,1 - Lightning,7,191,Jul
1271,2007,2007-07-10 00:00:00,10477.38,1 - Lightning,7,191,Jul
1274,2007,2007-07-10 00:00:00,931.9898,1 - Lightning,7,191,Jul
1216,2007,2007-07-10 00:00:00,2939.363,1 - Lightning,7,191,Jul
1436,2009,2009-07-11 00:00:00,468.4803,9 - Miscellaneous,7,192,Jul
41,2017,2017-07-11 00:00:00,332.5865,10 - Vehicle,7,192,Jul
1282,2007,2007-07-11 00:00:00,263.4331,1 - Lightning,7,192,Jul
75,2017,2017-07-11 00:00:00,83581.41,10 - Vehicle,7,192,Jul
1825,2014,2014-07-11 00:00:00,1679.217,9 - Miscellaneous,7,192,Jul
1063,2002,2002-07-11 00:00:00,1875.442,1 - Lightning,7,192,Jul
24,2017,2017-07-11 00:00:00,102.1644,14 - Unknown / Unidentified,7,192,Jul
1624,2011,2011-07-11 00:00:00,872.8737,1 - Lightning,7,192,Jul
1252,2007,2007-07-11 00:00:00,210.9111,1 - Lightning,7,192,Jul
909,1961,1961-07-12 00:00:00,249.2188,1 - Lightning,7,193,Jul
1683,2012,2012-07-11 00:00:00,2635.211,7 - Arson,7,193,Jul
1511,2010,2010-07-12 00:00:00,356.9384,14 - Unknown / Unidentified,7,193,Jul
681,1931,1931-07-12 00:00:00,165.8927,14 - Unknown / Unidentified,7,193,Jul
1698,2012,2012-07-11 00:00:00,1720.212,10 - Vehicle,7,193,Jul
1405,2009,2009-07-13 00:00:00,332.0352,2 - Equipment Use,7,194,Jul
2014,2016,2016-07-12 00:00:00,178.447,1 - Lightning,7,194,Jul
893,1959,1959-07-13 00:00:00,431.6721,14 - Unknown / Unidentified,7,194,Jul
145,2017,2017-07-13 00:00:00,381.0148,1 - Lightning,7,194,Jul
1956,2016,2016-07-12 00:00:00,340.5402,2 - Equipment Use,7,194,Jul
1976,2016,2016-07-12 00:00:00,118.9174,14 - Unknown / Unidentified,7,194,Jul
1175,2006,2006-07-14 00:00:00,122.7217,2 - Equipment Use,7,195,Jul
1064,2002,2002-07-14 00:00:00,112.6442,1 - Lightning,7,195,Jul
143,2017,2017-07-14 00:00:00,460.2896,9 - Miscellaneous,7,195,Jul
1975,2016,2016-07-13 00:00:00,266.2381,15 - Structure,7,195,Jul
1607,2011,2011-07-14 00:00:00,517.3747,9 - Miscellaneous,7,195,Jul
1726,2013,2013-07-15 00:00:00,27523.67,9 - Miscellaneous,7,196,Jul
1444,2009,2009-07-15 00:00:00,642.6456,9 - Miscellaneous,7,196,Jul
938,1972,1972-07-14 00:00:00,477.1078,3 - Smoking,7,196,Jul
1495,2010,2010-07-15 00:00:00,551.7151,1 - Lightning,7,196,Jul
756,1937,1937-07-15 00:00:00,261.4487,14 - Unknown / Unidentified,7,196,Jul
1506,2010,2010-07-15 00:00:00,177.2968,1 - Lightning,7,196,Jul
1597,2011,2011-07-15 00:00:00,324.9071,14 - Unknown / Unidentified,7,196,Jul
982,1986,1986-07-15 00:00:00,114.01,9 - Miscellaneous,7,196,Jul
1447,2009,2009-07-15 00:00:00,154.4899,4 - Campfire,7,196,Jul
757,1937,1937-07-15 00:00:00,148.3945,14 - Unknown / Unidentified,7,196,Jul
1764,2013,2013-07-16 00:00:00,168.0977,14 - Unknown / Unidentified,7,197,Jul
1501,2010,2010-07-16 00:00:00,910.1182,1 - Lightning,7,197,Jul
1180,2006,2006-07-16 00:00:00,365.8738,7 - Arson,7,197,Jul
1247,2007,2007-07-16 00:00:00,935.632,2 - Equipment Use,7,197,Jul
1852,2014,2015-07-16 00:00:00,1076.479,1 - Lightning,7,197,Jul
1718,2012,2012-07-15 00:00:00,324.3438,14 - Unknown / Unidentified,7,197,Jul
48,2017,2017-07-16 00:00:00,81826.27,9 - Miscellaneous,7,197,Jul
5,2017,2017-07-17 00:00:00,114.5601,14 - Unknown / Unidentified,7,198,Jul
1144,2006,2006-07-17 00:00:00,344.2801,10 - Vehicle,7,198,Jul
1504,2010,2010-07-17 00:00:00,171.4515,14 - Unknown / Unidentified,7,198,Jul
91,2017,2017-07-17 00:00:00,1648.704,2 - Equipment Use,7,198,Jul
1746,2013,2013-07-17 00:00:00,212.4645,4 - Campfire,7,198,Jul
1896,2015,2015-07-17 00:00:00,4249.093,9 - Miscellaneous,7,198,Jul
1102,2006,2006-07-17 00:00:00,453.417,10 - Vehicle,7,198,Jul
1419,2009,2009-07-18 00:00:00,2811.132,1 - Lightning,7,199,Jul
71,2017,2017-07-18 00:00:00,1182.301,14 - Unknown / Unidentified,7,199,Jul
1420,2009,2009-07-18 00:00:00,270.8956,1 - Lightning,7,199,Jul
1635,2012,2012-07-17 00:00:00,1428.454,14 - Unknown / Unidentified,7,199,Jul
19,2017,2017-07-18 00:00:00,175.3335,9 - Miscellaneous,7,199,Jul
588,1925,1925-07-18 00:00:00,2587.852,9 - Miscellaneous,7,199,Jul
1500,2010,2010-07-18 00:00:00,1502.195,1 - Lightning,7,199,Jul
1868,2015,2015-07-18 00:00:00,1728.974,1 - Lightning,7,199,Jul
890,1959,1959-07-18 00:00:00,1300.161,9 - Miscellaneous,7,199,Jul
1001,1988,1988-07-17 00:00:00,5814.841,7 - Arson,7,199,Jul
1072,2003,2003-07-19 00:00:00,1569.071,1 - Lightning,7,200,Jul
