,YEAR,ALARM_DATE,GIS_ACRES,CAUSE,MONTH,DAY,MONTH_NAME
977,1985,1985-08-10 00:00:00,175.5644,2 - Equipment Use,8,222,Aug
1226,2007,2007-08-10 00:00:00,5671.028,14 - Unknown / Unidentified,8,222,Aug
1233,2007,2007-08-10 00:00:00,253.6503,7 - Arson,8,222,Aug
1085,2004,2004-08-09 00:00:00,1724.758,9 - Miscellaneous,8,222,Aug
1604,2011,2011-08-10 00:00:00,188.9787,2 - Equipment Use,8,222,Aug
179,2017,2017-08-10 00:00:00,32893.26,1 - Lightning,8,222,Aug
1981,2016,2016-08-09 00:00:00,372.9369,9 - Miscellaneous,8,222,Aug
1045,1999,1999-08-10 00:00:00,2750.984,1 - Lightning,8,222,Aug
1279,2007,2007-08-10 00:00:00,137.6334,2 - Equipment Use,8,222,Aug
109,2017,2017-08-10 00:00:00,21317.93,1 - Lightning,8,222,Aug
1787,2013,2013-08-10 00:00:00,27430.52,9 - Miscellaneous,8,222,Aug
1142,2006,2006-08-10 00:00:00,105.0062,14 - Unknown / Unidentified,8,222,Aug
1780,2013,2013-08-10 00:00:00,12541.42,1 - Lightning,8,222,Aug
1873,2015,2015-08-10 00:00:00,543.5366,10 - Vehicle,8,222,Aug
1833,2014,2014-08-11 00:00:00,173.4605,1 - Lightning,8,223,Aug
1659,2012,2012-08-10 00:00:00,1451.634,1 - Lightning,8,223,Aug
758,1937,1937-08-11 00:00:00,100.9449,14 - Unknown / Unidentified,8,223,Aug
1595,2011,2011-08-11 00:00:00,140.3277,10 - Vehicle,8,223,Aug
1834,2014,2014-08-11 00:00:00,133177.4,1 - Lightning,8,223,Aug
180,2017,2017-08-11 00:00:00,492.5997,1 - Lightning,8,223,Aug
53,2017,2017-08-11 00:00:00,114.1168,14 - Unknown / Unidentified,8,223,Aug
1716,2012,2012-08-10 00:00:00,440.8306,1 - Lightning,8,223,Aug
137,2017,2017-08-11 00:00:00,91125.33,1 - Lightning,8,223,Aug
1646,2012,2012-08-10 00:00:00,12015.21,1 - Lightning,8,223,Aug
1025,1995,1995-08-11 00:00:00,627.3762,2 - Equipment Use,8,223,Aug
138,2017,2017-08-11 00:00:00,63785.07,1 - Lightning,8,223,Aug
1016,1994,1994-08-11 00:00:00,1068.904,2 - Equipment Use,8,223,Aug
1823,2014,2014-08-12 00:00:00,100.7245,1 - Lightning,8,224,Aug
1439,2009,2009-08-12 00:00:00,287.0728,4 - Campfire,8,224,Aug
1679,2012,2012-08-11 00:00:00,109.8763,2 - Equipment Use,8,224,Aug
913,1962,1962-08-12 00:00:00,218.6129,9 - Miscellaneous,8,224,Aug
1464,2009,2009-08-12 00:00:00,1098.519,7 - Arson,8,224,Aug
1054,2001,2001-08-12 00:00:00,2447.371,4 - Campfire,8,224,Aug
1414,2009,2009-08-12 00:00:00,7783.064,14 - Unknown / Unidentified,8,224,Aug
1655,2012,2012-08-11 00:00:00,135.8578,3 - Smoking,8,224,Aug
1453,2009,2009-08-13 00:00:00,12242.76,9 - Miscellaneous,8,225,Aug
835,1950,1950-08-13 00:00:00,383.2239,14 - Unknown / Unidentified,8,225,Aug
1715,2012,2012-08-12 00:00:00,257.6587,1 - Lightning,8,225,Aug
52,2017,2017-08-13 00:00:00,123.1079,10 - Vehicle,8,225,Aug
1580,2011,2011-08-13 00:00:00,507.8069,3 - Smoking,8,225,Aug
1670,2012,2012-08-12 00:00:00,5102.583,14 - Unknown / Unidentified,8,225,Aug
1671,2012,2012-08-12 00:00:00,2831.423,14 - Unknown / Unidentified,8,225,Aug
34,2017,2017-08-13 00:00:00,577.6851,14 - Unknown / Unidentified,8,225,Aug
858,1953,1953-08-13 00:00:00,252.8548,1 - Lightning,8,225,Aug
1253,2007,2007-08-13 00:00:00,840.8372,2 - Equipment Use,8,225,Aug
177,2017,2017-08-13 00:00:00,7560.077,1 - Lightning,8,225,Aug
841,1951,1951-08-13 00:00:00,8782.354,14 - Unknown / Unidentified,8,225,Aug
843,1951,1951-08-13 00:00:00,629.0247,3 - Smoking,8,225,Aug
1685,2012,2012-08-12 00:00:00,227.1395,1 - Lightning,8,225,Aug
1687,2012,2012-08-12 00:00:00,315511.5,1 - Lightning,8,225,Aug
1451,2009,2009-08-13 00:00:00,139.9773,2 - Equipment Use,8,225,Aug
1960,2016,2016-08-13 00:00:00,46233.92,10 - Vehicle,8,226,Aug
1943,2015,2015-08-14 00:00:00,3815.886,9 - Miscellaneous,8,226,Aug
1477,2009,2009-08-14 00:00:00,112.4652,9 - Miscellaneous,8,226,Aug
1812,2014,2014-08-14 00:00:00,190.0584,1 - Lightning,8,226,Aug
1649,2012,2012-08-13 00:00:00,10630.23,1 - Lightning,8,226,Aug
1650,2012,2012-08-13 00:00:00,519.3954,1 - Lightning,8,226,Aug
1652,2012,2012-08-13 00:00:00,11667.14,1 - Lightning,8,226,Aug
33,2017,2017-08-14 00:00:00,521.0856,11 - Powerline,8,226,Aug
789,1941,1941-08-15 00:00:00,493.5758,14 - Unknown / Unidentified,8,227,Aug
1445,2009,2009-08-15 00:00:00,3828.632,11 - Powerline,8,227,Aug
1030,1996,1996-08-14 00:00:00,20943.97,1 - Lightning,8,227,Aug
1031,1996,1996-08-14 00:00:00,59111.76,1 - Lightning,8,227,Aug
1341,2008,2008-08-14 00:00:00,588.9744,7 - Arson,8,227,Aug
1692,2012,2012-08-14 00:00:00,2637.363,1 - Lightning,8,227,Aug
1517,2011,2011-08-15 00:00:00,134.3597,2 - Equipment Use,8,227,Aug
1342,2008,2008-08-14 00:00:00,463.0821,7 - Arson,8,227,Aug
1448,2009,2009-08-16 00:00:00,274.0204,9 - Miscellaneous,8,228,Aug
1015,1994,1994-08-16 00:00:00,48056.47,7 - Arson,8,228,Aug
1684,2012,2012-08-15 00:00:00,154.7332,1 - Lightning,8,228,Aug
1294,2008,2008-08-15 00:00:00,169.0448,11 - Powerline,8,228,Aug
1301,2008,2008-08-15 00:00:00,110.4023,14 - Unknown / Unidentified,8,228,Aug
455,1919,1919-08-16 00:00:00,162.0278,14 - Unknown / Unidentified,8,228,Aug
1865,2015,2015-08-16 00:00:00,2445.945,10 - Vehicle,8,228,Aug
1859,2015,2015-08-16 00:00:00,234.188,14 - Unknown / Unidentified,8,228,Aug
1528,2011,2011-08-16 00:00:00,215.6143,10 - Vehicle,8,228,Aug
1013,1992,1992-08-16 00:00:00,17419.34,10 - Vehicle,8,229,Aug
1783,2013,2013-08-17 00:00:00,256175.5,4 - Campfire,8,229,Aug
944,1973,1973-08-17 00:00:00,16290.28,2 - Equipment Use,8,229,Aug
1835,2014,2014-08-17 00:00:00,116.9587,14 - Unknown / Unidentified,8,229,Aug
947,1974,1974-08-17 00:00:00,148.5012,9 - Miscellaneous,8,229,Aug
1559,2011,2011-08-17 00:00:00,155.2015,10 - Vehicle,8,229,Aug
1985,2016,2016-08-16 00:00:00,36266.7,9 - Miscellaneous,8,229,Aug
1592,2011,2011-08-17 00:00:00,149.2061,10 - Vehicle,8,229,Aug
1811,2014,2014-08-17 00:00:00,268.8589,9 - Miscellaneous,8,229,Aug
1992,2016,2016-08-16 00:00:00,29100.56,9 - Miscellaneous,8,229,Aug
1777,2013,2013-08-18 00:00:00,378.6183,1 - Lightning,8,230,Aug
1596,2011,2011-08-18 00:00:00,2075.78,14 - Unknown / Unidentified,8,230,Aug
1762,2013,2013-08-18 00:00:00,335.9537,1 - Lightning,8,230,Aug
1021,1994,1994-08-18 00:00:00,119.7395,2 - Equipment Use,8,230,Aug
1364,2008,2008-08-17 00:00:00,379.5061,1 - Lightning,8,230,Aug
1778,2013,2013-08-18 00:00:00,411.8869,1 - Lightning,8,230,Aug
1357,2008,2008-08-17 00:00:00,133.4808,9 - Miscellaneous,8,230,Aug
101,2017,2017-08-18 00:00:00,4423.208,1 - Lightning,8,230,Aug
1686,2012,2012-08-17 00:00:00,3659.465,1 - Lightning,8,230,Aug
1798,2014,2014-08-18 00:00:00,3882.421,14 - Unknown / Unidentified,8,230,Aug
778,1940,1940-08-17 00:00:00,439.6002,14 - Unknown / Unidentified,8,230,Aug
1789,2013,2013-08-18 00:00:00,161.9402,10 - Vehicle,8,230,Aug
105,2017,2017-08-18 00:00:00,134.3042,1 - Lightning,8,230,Aug
1788,2013,2013-08-18 00:00:00,14267.09,1 - Lightning,8,230,Aug
1059,2001,2001-08-19 00:00:00,184.754,2 - Equipment Use,8,231,Aug
1548,2011,2011-08-19 00:00:00,561.7266,1 - Lightning,8,231,Aug
1723,2013,2013-08-19 00:00:00,406.6946,1 - Lightning,8,231,Aug
1360,2008,2008-08-18 00:00:00,134.9656,10 - Vehicle,8,231,Aug
1660,2012,2012-08-18 00:00:00,146.9889,14 - Unknown / Unidentified,8,231,Aug
1696,2012,2012-08-18 00:00:00,46040.15,1 - Lightning,8,231,Aug
899,1960,1960-08-18 00:00:00,43373.97,5 - Debris,8,231,Aug
1771,2013,2013-08-19 00:00:00,182.4396,1 - Lightning,8,231,Aug
1532,2011,2011-08-20 00:00:00,179.29,9 - Miscellaneous,8,232,Aug
1999,2016,2016-08-19 00:00:00,649.8756,1 - Lightning,8,232,Aug
1212,2007,2007-08-20 00:00:00,501.5787,8 - Playing with fire,8,232,Aug
1492,2010,2010-08-20 00:00:00,100.5452,9 - Miscellaneous,8,232,Aug
38,2017,2017-08-20 00:00:00,867.0196,11 - Powerline,8,232,Aug
1260,2007,2007-08-20 00:00:00,100.158,1 - Lightning,8,232,Aug
43,2017,2017-08-21 00:00:00,142.9097,14 - Unknown / Unidentified,8,233,Aug
1423,2009,2009-08-21 00:00:00,1736.917,9 - Miscellaneous,8,233,Aug
902,1960,1960-08-20 00:00:00,42595.99,3 - Smoking,8,233,Aug
1012,1991,1991-08-21 00:00:00,1504.888,4 - Campfire,8,233,Aug
1117,2006,2006-08-21 00:00:00,459.9042,4 - Campfire,8,233,Aug
1694,2012,2012-08-20 00:00:00,402.8371,2 - Equipment Use,8,233,Aug
1019,1994,1994-08-21 00:00:00,1843.657,7 - Arson,8,233,Aug
629,1927,1927-08-21 00:00:00,831.0958,14 - Unknown / Unidentified,8,233,Aug
1254,2007,2007-08-22 00:00:00,102.2803,14 - Unknown / Unidentified,8,234,Aug
1863,2015,2015-08-22 00:00:00,138.7429,2 - Equipment Use,8,234,Aug
1520,2011,2011-08-22 00:00:00,322.3915,2 - Equipment Use,8,234,Aug
1600,2011,2011-08-22 00:00:00,167.3494,2 - Equipment Use,8,234,Aug
1263,2007,2007-08-22 00:00:00,420.3179,4 - Campfire,8,234,Aug
1148,2006,2006-08-22 00:00:00,122.3877,10 - Vehicle,8,234,Aug
1672,2012,2012-08-21 00:00:00,622.2993,1 - Lightning,8,234,Aug
532,1923,1923-08-22 00:00:00,164.6784,14 - Unknown / Unidentified,8,234,Aug
78,2017,2017-08-22 00:00:00,203.9681,1 - Lightning,8,234,Aug
152,2017,2017-08-23 00:00:00,281.273,1 - Lightning,8,235,Aug
531,1923,1923-08-23 00:00:00,116.0171,14 - Unknown / Unidentified,8,235,Aug
1791,2013,2013-08-23 00:00:00,681.3786,1 - Lightning,8,235,Aug
850,1953,1953-08-23 00:00:00,556.6123,14 - Unknown / Unidentified,8,235,Aug
1775,2013,2013-08-23 00:00:00,2049.495,1 - Lightning,8,235,Aug
1993,2016,2016-08-22 00:00:00,387.5226,9 - Miscellaneous,8,235,Aug
1044,1999,1999-08-23 00:00:00,3994.689,2 - Equipment Use,8,235,Aug
1026,1995,1995-08-23 00:00:00,624.1534,7 - Arson,8,235,Aug
153,2017,2017-08-23 00:00:00,313.2321,1 - Lightning,8,235,Aug
397,1917,1917-08-24 00:00:00,992.2884,1 - Lightning,8,236,Aug
682,1931,1931-08-24 00:00:00,12927.57,14 - Unknown / Unidentified,8,236,Aug
1115,2006,2006-08-24 00:00:00,344.6708,1 - Lightning,8,236,Aug
685,1932,1932-08-23 00:00:00,325.8452,7 - Arson,8,236,Aug
512,1921,1921-08-24 00:00:00,9048.35,14 - Unknown / Unidentified,8,236,Aug
873,1955,1955-08-24 00:00:00,1486.237,9 - Miscellaneous,8,236,Aug
1123,2006,2006-08-24 00:00:00,209.4517,10 - Vehicle,8,236,Aug
854,1953,1953-08-25 00:00:00,127.5747,14 - Unknown / Unidentified,8,237,Aug
1968,2016,2016-08-24 00:00:00,709.8526,9 - Miscellaneous,8,237,Aug
1874,2015,2015-08-25 00:00:00,123.6968,14 - Unknown / Unidentified,8,237,Aug
1618,2011,2011-08-25 00:00:00,5230.338,2 - Equipment Use,8,237,Aug
1406,2009,2009-08-25 00:00:00,2236.504,7 - Arson,8,237,Aug
1481,2009,2009-08-26 00:00:00,7553.215,18 - Escaped Prescribed Burn,8,238,Aug
1246,2007,2007-08-26 00:00:00,186.809,1 - Lightning,8,238,Aug
845,1952,1952-08-25 00:00:00,179.4342,14 - Unknown / Unidentified,8,238,Aug
79,2017,2017-08-26 00:00:00,148.6008,9 - Miscellaneous,8,238,Aug
96,2017,2017-08-26 00:00:00,110.8288,2 - Equipment Use,8,238,Aug
1407,2009,2009-08-26 00:00:00,160833.1,7 - Arson,8,238,Aug
1587,2011,2011-08-27 00:00:00,160.2964,1 - Lightning,8,239,Aug
1507,2010,2010-08-27 00:00:00,1289.09,14 - Unknown / Unidentified,8,239,Aug
514,1922,1922-08-27 00:00:00,128.5515,14 - Unknown / Unidentified,8,239,Aug
1237,2007,2007-08-27 00:00:00,1004.114,1 - Lightning,8,239,Aug
1410,2009,2009-08-27 00:00:00,2410.618,9 - Miscellaneous,8,239,Aug
1296,2008,2008-08-26 00:00:00,167.1212,8 - Playing with fire,8,239,Aug
1631,2011,2011-08-27 00:00:00,1708.175,1 - Lightning,8,239,Aug
1579,2011,2011-08-27 00:00:00,702.765,7 - Arson,8,239,Aug
1526,2011,2011-08-27 00:00:00,134.7687,4 - Campfire,8,239,Aug
1432,2009,2009-08-27 00:00:00,852.8038,2 - Equipment Use,8,239,Aug
1575,2011,2011-08-27 00:00:00,355.5502,1 - Lightning,8,239,Aug
1573,2011,2011-08-27 00:00:00,113.5577,1 - Lightning,8,239,Aug
1497,2010,2010-08-28 00:00:00,105.7345,1 - Lightning,8,240,Aug
441,1919,1919-08-28 00:00:00,105.0598,14 - Unknown / Unidentified,8,240,Aug
1441,2009,2009-08-28 00:00:00,281.3444,14 - Unknown / Unidentified,8,240,Aug
1537,2011,2011-08-28 00:00:00,141.8243,1 - Lightning,8,240,Aug
921,1967,1967-08-28 00:00:00,160.3899,1 - Lightning,8,240,Aug
1973,2016,2016-08-27 00:00:00,303.7996,14 - Unknown / Unidentified,8,240,Aug
995,1987,1987-08-28 00:00:00,519.2816,2 - Equipment Use,8,240,Aug
868,1954,1954-08-29 00:00:00,209.771,14 - Unknown / Unidentified,8,241,Aug
115,2017,2017-08-29 00:00:00,36619.43,7 - Arson,8,241,Aug
1261,2007,2007-08-29 00:00:00,102.3471,1 - Lightning,8,241,Aug
160,2017,2017-08-29 00:00:00,4015.732,7 - Arson,8,241,Aug
1164,2006,2006-08-29 00:00:00,2131.008,9 - Miscellaneous,8,241,Aug
1240,2007,2007-08-29 00:00:00,597.4792,1 - Lightning,8,241,Aug
1455,2009,2009-08-29 00:00:00,1688.594,10 - Vehicle,8,241,Aug
82,2017,2017-08-29 00:00:00,166.8586,1 - Lightning,8,241,Aug
987,1987,1987-08-29 00:00:00,9242.692,1 - Lightning,8,241,Aug
1264,2007,2007-08-29 00:00:00,1438.386,2 - Equipment Use,8,241,Aug
123,2017,2017-08-29 00:00:00,12371.15,9 - Miscellaneous,8,241,Aug
983,1987,1987-08-29 00:00:00,1971.537,1 - Lightning,8,241,Aug
1268,2007,2007-08-29 00:00:00,101.0002,1 - Lightning,8,241,Aug
689,1932,1932-08-28 00:00:00,196.7836,7 - Arson,8,241,Aug
80,2017,2017-08-29 00:00:00,214.6641,1 - Lightning,8,241,Aug
81,2017,2017-08-29 00:00:00,6036.065,1 - Lightning,8,241,Aug
83,2017,2017-08-29 00:00:00,8923.495,1 - Lightning,8,241,Aug
1602,2011,2011-08-29 00:00:00,411.1817,2 - Equipment Use,8,241,Aug
1590,2011,2011-08-29 00:00:00,191.5002,11 - Powerline,8,241,Aug
998,1987,1987-08-30 00:00:00,48086.96,1 - Lightning,8,242,Aug
1443,2009,2009-08-30 00:00:00,343.3381,7 - Arson,8,242,Aug
73,2017,2017-08-30 00:00:00,18601.98,1 - Lightning,8,242,Aug
1283,2007,2007-08-30 00:00:00,331.6247,1 - Lightning,8,242,Aug
990,1987,1987-08-30 00:00:00,33143.88,1 - Lightning,8,242,Aug
95,2017,2017-08-30 00:00:00,102.2866,2 - Equipment Use,8,242,Aug
994,1987,1987-08-30 00:00:00,701.407,1 - Lightning,8,242,Aug
1998,2016,2016-08-29 00:00:00,184.5866,9 - Miscellaneous,8,242,Aug
37,2017,2017-08-30 00:00:00,392.4852,14 - Unknown / Unidentified,8,242,Aug
1006,1990,1990-08-30 00:00:00,1942.038,9 - Miscellaneous,8,242,Aug
98,2017,2017-08-30 00:00:00,18493.71,9 - Miscellaneous,8,242,Aug
1957,2016,2016-08-29 00:00:00,447.9559,10 - Vehicle,8,242,Aug
1078,2003,2003-08-31 00:00:00,1826.036,1 - Lightning,8,243,Aug
871,1955,1955-08-31 00:00:00,338.7066,14 - Unknown / Unidentified,8,243,Aug
1071,2003,2003-08-31 00:00:00,1003.49,1 - Lightning,8,243,Aug
984,1987,1987-08-31 00:00:00,894.5693,1 - Lightning,8,243,Aug
1066,2003,2003-08-31 00:00:00,841.4244,1 - Lightning,8,243,Aug
1070,2003,2003-08-31 00:00:00,4336.844,1 - Lightning,8,243,Aug
1077,2003,2003-08-31 00:00:00,1762.79,1 - Lightning,8,243,Aug
978,1985,1985-08-31 00:00:00,332.0352,7 - Arson,8,243,Aug
993,1987,1987-08-31 00:00:00,45020.3,1 - Lightning,8,243,Aug
1978,2016,2016-08-30 00:00:00,1458.703,14 - Unknown / Unidentified,8,243,Aug
989,1987,1987-08-31 00:00:00,8741.059,1 - Lightning,8,243,Aug
1689,2012,2012-08-31 00:00:00,121.8342,4 - Campfire,8,244,Aug
1609,2011,2011-09-01 00:00:00,120.1135,2 - Equipment Use,9,244,Sep
116,2017,2017-09-01 00:00:00,1321.26,1 - Lightning,9,244,Sep
992,1987,1987-09-01 00:00:00,4339.02,9 - Miscellaneous,9,244,Sep
175,2017,2017-09-01 00:00:00,7051.351,14 - Unknown / Unidentified,9,244,Sep
991,1987,1987-09-01 00:00:00,6523.606,1 - Lightning,9,244,Sep
44,2017,2017-09-01 00:00:00,135.0444,14 - Unknown / Unidentified,9,244,Sep
2006,2016,2016-08-31 00:00:00,146.0501,9 - Miscellaneous,8,244,Aug
1705,2012,2012-08-31 00:00:00,167.6615,9 - Miscellaneous,8,244,Aug
1864,2015,2015-09-02 00:00:00,670.2086,2 - Equipment Use,9,245,Sep
1519,2011,2011-09-02 00:00:00,1159.325,14 - Unknown / Unidentified,9,245,Sep
915,1965,1965-09-02 00:00:00,158.1888,3 - Smoking,9,245,Sep
1703,2012,2012-09-01 00:00:00,247.864,9 - Miscellaneous,9,245,Sep
985,1987,1987-09-02 00:00:00,65468.35,1 - Lightning,9,245,Sep
32,2017,2017-09-02 00:00:00,3872.152,9 - Miscellaneous,9,245,Sep
1465,2009,2009-09-02 00:00:00,103.3653,7 - Arson,9,245,Sep
1170,2006,2006-09-02 00:00:00,35093.77,9 - Miscellaneous,9,245,Sep
928,1968,1968-09-02 00:00:00,183.5002,14 - Unknown / Unidentified,9,246,Sep
102,2017,2017-09-03 00:00:00,1747.87,1 - Lightning,9,246,Sep
1074,2003,2003-09-03 00:00:00,142.5522,1 - Lightning,9,246,Sep
1638,2012,2012-09-02 00:00:00,4192.321,14 - Unknown / Unidentified,9,246,Sep
45,2017,2017-09-03 00:00:00,677.8926,10 - Vehicle,9,246,Sep
1069,2003,2003-09-03 00:00:00,11043.56,1 - Lightning,9,246,Sep
1581,2011,2011-09-03 00:00:00,675.5593,2 - Equipment Use,9,246,Sep
1227,2007,2007-09-03 00:00:00,64959.96,2 - Equipment Use,9,246,Sep
1200,2006,2006-09-03 00:00:00,177.7769,8 - Playing with fire,9,246,Sep
47,2017,2017-09-03 00:00:00,988.4675,11 - Powerline,9,246,Sep
1613,2011,2011-09-03 00:00:00,1533.496,2 - Equipment Use,9,246,Sep
22,2017,2017-09-03 00:00:00,109.1915,14 - Unknown / Unidentified,9,246,Sep
1711,2012,2012-09-02 00:00:00,254.0029,9 - Miscellaneous,9,246,Sep
997,1987,1987-09-03 00:00:00,1813.505,1 - Lightning,9,246,Sep
836,1950,1950-09-03 00:00:00,1562.222,14 - Unknown / Unidentified,9,246,Sep
1619,2011,2011-09-04 00:00:00,1121.115,7 - Arson,9,247,Sep
1626,2011,2011-09-04 00:00:00,334.6219,7 - Arson,9,247,Sep
1556,2011,2011-09-04 00:00:00,14585.36,16 - Aircraft,9,247,Sep
1196,2006,2006-09-04 00:00:00,161815.7,5 - Debris,9,247,Sep
837,1950,1950-09-04 00:00:00,684.9049,14 - Unknown / Unidentified,9,247,Sep
1702,2012,2012-09-04 00:00:00,148.9871,2 - Equipment Use,9,248,Sep
1578,2011,2011-09-05 00:00:00,298.8475,15 - Structure,9,248,Sep
1231,2007,2006-09-05 00:00:00,8421.044,9 - Miscellaneous,9,248,Sep
1667,2012,2012-09-04 00:00:00,17942.15,7 - Arson,9,248,Sep
1806,2014,2014-09-05 00:00:00,270.0612,10 - Vehicle,9,248,Sep
128,2017,2017-09-05 00:00:00,446.1815,1 - Lightning,9,248,Sep
884,1958,1958-09-06 00:00:00,238.0804,14 - Unknown / Unidentified,9,249,Sep
882,1957,1957-09-06 00:00:00,673.8497,7 - Arson,9,249,Sep
1499,2010,2010-09-06 00:00:00,126.0102,14 - Unknown / Unidentified,9,249,Sep
1502,2010,2010-09-06 00:00:00,202.355,2 - Equipment Use,9,249,Sep
1961,2016,2016-09-05 00:00:00,739.5639,10 - Vehicle,9,249,Sep
1700,2012,2012-09-05 00:00:00,4406.525,9 - Miscellaneous,9,249,Sep
1127,2006,2006-09-06 00:00:00,584.8881,1 - Lightning,9,249,Sep
