,YEAR,ALARM_DATE,GIS_ACRES,CAUSE,MONTH,DAY,MONTH_NAME
1647,2012,2012-09-05 00:00:00,9965.598,11 - Powerline,9,249,Sep
880,1957,1957-09-07 00:00:00,5948.688,14 - Unknown / Unidentified,9,250,Sep
121,2017,2017-09-07 00:00:00,145.1785,1 - Lightning,9,250,Sep
136,2017,2017-09-07 00:00:00,113.9625,1 - Lightning,9,250,Sep
133,2017,2017-09-07 00:00:00,101.367,1 - Lightning,9,250,Sep
1295,2008,2008-09-07 00:00:00,154.6619,7 - Arson,9,251,Sep
1769,2013,2013-09-08 00:00:00,3107.727,9 - Miscellaneous,9,251,Sep
887,1959,1959-09-08 00:00:00,299.2552,4 - Campfire,9,251,Sep
1014,1992,1992-09-07 00:00:00,3872.959,3 - Smoking,9,251,Sep
1944,2015,2015-09-08 00:00:00,107.9033,14 - Unknown / Unidentified,9,251,Sep
139,2017,2017-09-08 00:00:00,426.7024,1 - Lightning,9,251,Sep
1677,2012,2012-09-07 00:00:00,4509.288,4 - Campfire,9,251,Sep
881,1957,1957-09-08 00:00:00,2788.722,14 - Unknown / Unidentified,9,251,Sep
1774,2013,2013-09-08 00:00:00,179.3931,1 - Lightning,9,251,Sep
829,1949,1949-09-08 00:00:00,342.4278,1 - Lightning,9,251,Sep
1770,2013,2013-09-09 00:00:00,8075.774,7 - Arson,9,252,Sep
942,1973,1973-09-09 00:00:00,318.6587,9 - Miscellaneous,9,252,Sep
1890,2015,2015-09-09 00:00:00,137.3257,14 - Unknown / Unidentified,9,252,Sep
1043,1999,1999-09-09 00:00:00,114.1993,1 - Lightning,9,252,Sep
852,1953,1953-09-09 00:00:00,24609.81,14 - Unknown / Unidentified,9,252,Sep
1735,2013,2013-09-09 00:00:00,263.2317,9 - Miscellaneous,9,252,Sep
1623,2011,2011-09-09 00:00:00,1122.455,1 - Lightning,9,252,Sep
1566,2011,2011-09-10 00:00:00,3438.941,1 - Lightning,9,253,Sep
1565,2011,2011-09-10 00:00:00,550.7938,1 - Lightning,9,253,Sep
1563,2011,2011-09-10 00:00:00,3068.719,1 - Lightning,9,253,Sep
1562,2011,2011-09-10 00:00:00,283.8314,1 - Lightning,9,253,Sep
1561,2011,2011-09-10 00:00:00,217.545,1 - Lightning,9,253,Sep
1560,2011,2011-09-10 00:00:00,465.2943,1 - Lightning,9,253,Sep
1555,2011,2011-09-10 00:00:00,552.2788,1 - Lightning,9,253,Sep
1569,2011,2011-09-10 00:00:00,5899.568,1 - Lightning,9,253,Sep
1554,2011,2011-09-10 00:00:00,25223.41,1 - Lightning,9,253,Sep
1553,2011,2011-09-10 00:00:00,561.4402,1 - Lightning,9,253,Sep
1552,2011,2011-09-10 00:00:00,2577.548,1 - Lightning,9,253,Sep
1551,2011,2011-09-10 00:00:00,1711.335,1 - Lightning,9,253,Sep
1616,2011,2011-09-10 00:00:00,135.8848,1 - Lightning,9,253,Sep
1518,2011,2011-09-10 00:00:00,182.72,1 - Lightning,9,253,Sep
1558,2011,2011-09-10 00:00:00,25939.01,1 - Lightning,9,253,Sep
1571,2011,2011-09-10 00:00:00,633.4729,1 - Lightning,9,253,Sep
1760,2013,2013-09-10 00:00:00,254.6736,14 - Unknown / Unidentified,9,253,Sep
1564,2011,2011-09-10 00:00:00,2709.766,1 - Lightning,9,253,Sep
1056,2001,2001-09-10 00:00:00,280.1865,2 - Equipment Use,9,253,Sep
1582,2011,2011-09-10 00:00:00,107.0067,1 - Lightning,9,253,Sep
1583,2011,2011-09-10 00:00:00,124.81,1 - Lightning,9,253,Sep
1776,2013,2013-09-10 00:00:00,439.6849,9 - Miscellaneous,9,253,Sep
1882,2015,2015-09-11 00:00:00,1045.756,7 - Arson,9,254,Sep
104,2017,2017-09-11 00:00:00,510.1094,1 - Lightning,9,254,Sep
1628,2011,2011-09-11 00:00:00,484.8282,1 - Lightning,9,254,Sep
1557,2011,2011-09-11 00:00:00,2130.331,1 - Lightning,9,254,Sep
1814,2014,2014-09-12 00:00:00,959.0129,9 - Miscellaneous,9,255,Sep
1230,2007,2007-09-12 00:00:00,2111.768,4 - Campfire,9,255,Sep
1970,2016,2016-09-11 00:00:00,2573.955,14 - Unknown / Unidentified,9,255,Sep
1487,2010,2010-09-12 00:00:00,9336.107,9 - Miscellaneous,9,255,Sep
1540,2011,2011-09-12 00:00:00,482.9054,1 - Lightning,9,255,Sep
1969,2016,2016-09-11 00:00:00,379.6225,6 - Railroad,9,255,Sep
124,2017,2017-09-12 00:00:00,13357.28,1 - Lightning,9,255,Sep
1846,2014,2014-09-12 00:00:00,210.1771,10 - Vehicle,9,255,Sep
20,2017,2017-09-12 00:00:00,994.0728,1 - Lightning,9,255,Sep
1701,2012,2012-09-11 00:00:00,551.6505,9 - Miscellaneous,9,255,Sep
1866,2015,2015-09-12 00:00:00,76084.84,14 - Unknown / Unidentified,9,255,Sep
1475,2009,2009-09-12 00:00:00,161.6785,1 - Lightning,9,255,Sep
1815,2014,2014-09-13 00:00:00,97684.55,7 - Arson,9,256,Sep
1087,2004,2004-09-12 00:00:00,721.4598,9 - Miscellaneous,9,256,Sep
1039,1998,1998-09-13 00:00:00,841.2689,9 - Miscellaneous,9,256,Sep
1800,2014,2014-09-13 00:00:00,403.2066,2 - Equipment Use,9,256,Sep
291,1913,1913-09-13 00:00:00,2414.706,14 - Unknown / Unidentified,9,256,Sep
349,1916,1916-09-12 00:00:00,471.8914,14 - Unknown / Unidentified,9,256,Sep
1005,1990,1990-09-13 00:00:00,2449.105,9 - Miscellaneous,9,256,Sep
1840,2014,2014-09-13 00:00:00,248.0788,14 - Unknown / Unidentified,9,256,Sep
1630,2011,2011-09-13 00:00:00,1014.106,1 - Lightning,9,256,Sep
1523,2011,2011-09-13 00:00:00,5799.841,14 - Unknown / Unidentified,9,256,Sep
1997,2016,2016-09-13 00:00:00,149.4954,2 - Equipment Use,9,257,Sep
1954,2016,2016-09-13 00:00:00,320.7015,11 - Powerline,9,257,Sep
1664,2012,2012-09-13 00:00:00,230.5122,9 - Miscellaneous,9,257,Sep
1805,2014,2014-09-14 00:00:00,290.9412,5 - Debris,9,257,Sep
1270,2007,2007-09-14 00:00:00,13736.27,9 - Miscellaneous,9,257,Sep
362,1916,1916-09-14 00:00:00,3440.768,14 - Unknown / Unidentified,9,258,Sep
1058,2001,2001-09-15 00:00:00,101.1367,1 - Lightning,9,258,Sep
1801,2014,2014-09-15 00:00:00,516.2928,7 - Arson,9,258,Sep
354,1916,1916-09-14 00:00:00,242.1689,14 - Unknown / Unidentified,9,258,Sep
1205,2007,2007-09-15 00:00:00,832.1265,4 - Campfire,9,258,Sep
847,1952,1952-09-14 00:00:00,383.7737,2 - Equipment Use,9,258,Sep
1255,2007,2007-09-15 00:00:00,103.7546,2 - Equipment Use,9,258,Sep
844,1951,1951-09-15 00:00:00,571.4052,3 - Smoking,9,258,Sep
734,1935,1935-09-16 00:00:00,585.5799,14 - Unknown / Unidentified,9,259,Sep
2011,2016,2016-09-15 00:00:00,796.3287,1 - Lightning,9,259,Sep
454,1919,1919-09-16 00:00:00,360.8961,14 - Unknown / Unidentified,9,259,Sep
1512,2011,2011-09-17 00:00:00,601.9916,9 - Miscellaneous,9,260,Sep
171,2017,2017-09-17 00:00:00,130.7719,14 - Unknown / Unidentified,9,260,Sep
1794,2014,2014-09-18 00:00:00,336.0759,11 - Powerline,9,261,Sep
1989,2016,2016-09-17 00:00:00,5461.392,9 - Miscellaneous,9,261,Sep
2009,2016,2016-09-17 00:00:00,133.148,7 - Arson,9,261,Sep
84,2017,2017-09-18 00:00:00,482.3408,11 - Powerline,9,261,Sep
2010,2016,2016-09-17 00:00:00,2512.539,7 - Arson,9,261,Sep
457,1919,1919-09-18 00:00:00,576.988,14 - Unknown / Unidentified,9,261,Sep
1168,2006,2006-09-19 00:00:00,2505.519,7 - Arson,9,262,Sep
87,2017,2017-09-19 00:00:00,236.9534,2 - Equipment Use,9,262,Sep
1167,2006,2006-09-19 00:00:00,114.4361,4 - Campfire,9,262,Sep
1449,2009,2009-09-19 00:00:00,310.5701,9 - Miscellaneous,9,262,Sep
1132,2006,2006-09-19 00:00:00,2097.263,9 - Miscellaneous,9,262,Sep
21,2017,2017-09-19 00:00:00,157.2408,14 - Unknown / Unidentified,9,262,Sep
13,2017,2017-09-20 00:00:00,244.789,2 - Equipment Use,9,263,Sep
912,1962,1962-09-20 00:00:00,189.4272,4 - Campfire,9,263,Sep
1122,2006,2006-09-20 00:00:00,228.2242,14 - Unknown / Unidentified,9,263,Sep
515,1922,1922-09-20 00:00:00,115.3845,14 - Unknown / Unidentified,9,263,Sep
965,1979,1979-09-20 00:00:00,115.2215,7 - Arson,9,263,Sep
1232,2007,2007-09-21 00:00:00,282.3937,1 - Lightning,9,264,Sep
869,1954,1954-09-21 00:00:00,226.3591,3 - Smoking,9,264,Sep
1145,2006,2006-09-21 00:00:00,725.167,7 - Arson,9,264,Sep
1146,2006,2006-09-22 00:00:00,13968.88,14 - Unknown / Unidentified,9,265,Sep
1143,2006,2006-09-22 00:00:00,377.3311,11 - Powerline,9,265,Sep
1478,2009,2009-09-22 00:00:00,17526.69,14 - Unknown / Unidentified,9,265,Sep
1697,2012,2012-09-21 00:00:00,268.6776,9 - Miscellaneous,9,265,Sep
1962,2016,2016-09-22 00:00:00,142.63,10 - Vehicle,9,266,Sep
1625,2011,2011-09-23 00:00:00,342.8059,1 - Lightning,9,266,Sep
1183,2006,2006-09-23 00:00:00,209.2221,7 - Arson,9,266,Sep
1620,2011,2011-09-23 00:00:00,1457.138,5 - Debris,9,266,Sep
1549,2011,2011-09-23 00:00:00,2003.45,1 - Lightning,9,266,Sep
1545,2011,2011-09-23 00:00:00,214.0219,14 - Unknown / Unidentified,9,266,Sep
1412,2009,2009-09-23 00:00:00,348.1416,14 - Unknown / Unidentified,9,266,Sep
1534,2011,2011-09-23 00:00:00,138.65,14 - Unknown / Unidentified,9,266,Sep
1742,2013,2013-09-23 00:00:00,209.502,5 - Debris,9,266,Sep
1574,2011,2011-09-23 00:00:00,132.5602,1 - Lightning,9,266,Sep
827,1949,1949-09-23 00:00:00,125.514,3 - Smoking,9,266,Sep
1567,2011,2011-09-23 00:00:00,408.6696,1 - Lightning,9,266,Sep
927,1968,1968-09-23 00:00:00,1690.197,9 - Miscellaneous,9,267,Sep
939,1972,1972-09-23 00:00:00,582.4691,9 - Miscellaneous,9,267,Sep
1536,2011,2011-09-24 00:00:00,541.4962,9 - Miscellaneous,9,267,Sep
1727,2013,2013-09-24 00:00:00,123.3818,9 - Miscellaneous,9,267,Sep
1622,2011,2011-09-24 00:00:00,114.4146,9 - Miscellaneous,9,267,Sep
1514,2011,2011-09-25 00:00:00,1045.609,1 - Lightning,9,268,Sep
35,2017,2017-09-25 00:00:00,2661.415,9 - Miscellaneous,9,268,Sep
937,1972,1972-09-24 00:00:00,195.5598,3 - Smoking,9,268,Sep
25,2017,2017-09-25 00:00:00,147.8375,2 - Equipment Use,9,268,Sep
117,2017,2017-09-25 00:00:00,18913.58,1 - Lightning,9,268,Sep
14,2017,2017-09-26 00:00:00,105.6661,2 - Equipment Use,9,269,Sep
1093,2005,2005-09-26 00:00:00,477.191,1 - Lightning,9,269,Sep
828,1949,1949-09-26 00:00:00,1464.517,3 - Smoking,9,269,Sep
1955,2016,2106-09-26 00:00:00,930.5065,10 - Vehicle,9,269,Sep
1092,2005,2005-09-26 00:00:00,1057.319,1 - Lightning,9,269,Sep
1029,1996,1996-09-26 00:00:00,943.3175,7 - Arson,9,270,Sep
1983,2016,2016-09-26 00:00:00,248.3702,9 - Miscellaneous,9,270,Sep
1471,2009,2009-09-27 00:00:00,289.2485,9 - Miscellaneous,9,270,Sep
126,2017,2017-09-27 00:00:00,113.0544,7 - Arson,9,270,Sep
162,2017,2017-09-28 00:00:00,147.0237,1 - Lightning,9,271,Sep
490,1921,1921-09-28 00:00:00,5324.174,14 - Unknown / Unidentified,9,271,Sep
949,1974,1974-09-29 00:00:00,1386.385,14 - Unknown / Unidentified,9,272,Sep
27,2017,2017-09-29 00:00:00,429.7042,10 - Vehicle,9,272,Sep
986,1987,1987-09-29 00:00:00,2040.261,9 - Miscellaneous,9,272,Sep
1394,2008,2008-09-28 00:00:00,917.9686,1 - Lightning,9,272,Sep
1403,2009,2009-09-30 00:00:00,562.13,11 - Powerline,9,273,Sep
388,1917,1917-10-01 00:00:00,127.8194,14 - Unknown / Unidentified,10,274,Oct
1675,2012,2012-10-01 00:00:00,194.576,11 - Powerline,10,275,Oct
790,1941,1941-10-02 00:00:00,2791.889,14 - Unknown / Unidentified,10,275,Oct
54,2017,2017-10-02 00:00:00,125.7918,14 - Unknown / Unidentified,10,275,Oct
1411,2009,2009-10-03 00:00:00,7237.873,9 - Miscellaneous,10,276,Oct
1488,2010,2010-10-03 00:00:00,143.6677,1 - Lightning,10,276,Oct
988,1987,1987-10-03 00:00:00,15581.67,5 - Debris,10,276,Oct
1418,2009,2009-10-03 00:00:00,148.0109,2 - Equipment Use,10,276,Oct
874,1955,1955-10-04 00:00:00,293.3363,1 - Lightning,10,277,Oct
485,1921,1921-10-04 00:00:00,273.4315,9 - Miscellaneous,10,277,Oct
1748,2013,2013-10-05 00:00:00,2229.46,14 - Unknown / Unidentified,10,278,Oct
1995,2016,2016-10-04 00:00:00,2614.712,1 - Lightning,10,278,Oct
864,1953,1953-10-05 00:00:00,225.9919,14 - Unknown / Unidentified,10,278,Oct
1106,2006,2006-10-07 00:00:00,394.4654,14 - Unknown / Unidentified,10,280,Oct
1416,2009,2009-10-07 00:00:00,2831.125,9 - Miscellaneous,10,280,Oct
1855,2014,2014-10-07 00:00:00,312.2894,14 - Unknown / Unidentified,10,280,Oct
59,2017,2017-10-08 00:00:00,106.0054,14 - Unknown / Unidentified,10,281,Oct
173,2017,2017-10-08 00:00:00,16140.8,14 - Unknown / Unidentified,10,281,Oct
159,2017,2017-10-08 00:00:00,8415.803,11 - Powerline,10,281,Oct
178,2017,2017-10-08 00:00:00,36522.95,14 - Unknown / Unidentified,10,281,Oct
56,2017,2017-10-08 00:00:00,55798.19,14 - Unknown / Unidentified,10,281,Oct
57,2017,2017-10-08 00:00:00,791.8881,14 - Unknown / Unidentified,10,281,Oct
58,2017,2017-10-08 00:00:00,1657.369,14 - Unknown / Unidentified,10,281,Oct
39,2017,2017-10-08 00:00:00,820.6441,14 - Unknown / Unidentified,10,281,Oct
60,2017,2017-10-08 00:00:00,36701.98,14 - Unknown / Unidentified,10,281,Oct
61,2017,2017-10-08 00:00:00,17359.33,14 - Unknown / Unidentified,10,281,Oct
62,2017,2017-10-08 00:00:00,51624.66,14 - Unknown / Unidentified,10,281,Oct
1838,2014,2014-10-08 00:00:00,458.9755,14 - Unknown / Unidentified,10,281,Oct
163,2017,2017-10-09 00:00:00,153.5117,11 - Powerline,10,282,Oct
1486,2010,2010-10-09 00:00:00,111.8237,14 - Unknown / Unidentified,10,282,Oct
7,2017,2017-10-09 00:00:00,130.2357,11 - Powerline,10,282,Oct
36,2017,2017-10-09 00:00:00,9198.028,5 - Debris,10,282,Oct
1417,2009,2009-10-09 00:00:00,289.5978,14 - Unknown / Unidentified,10,282,Oct
63,2017,2017-10-09 00:00:00,2206.23,14 - Unknown / Unidentified,10,282,Oct
1131,2006,2006-10-10 00:00:00,233.0202,1 - Lightning,10,283,Oct
834,1950,1950-10-11 00:00:00,201.3714,9 - Miscellaneous,10,284,Oct
1128,2006,2006-10-11 00:00:00,925.7054,9 - Miscellaneous,10,284,Oct
1302,2008,2008-10-10 00:00:00,233.1021,10 - Vehicle,10,284,Oct
1967,2016,2016-10-11 00:00:00,101.4958,14 - Unknown / Unidentified,10,285,Oct
2012,2016,2016-10-11 00:00:00,2099.057,9 - Miscellaneous,10,285,Oct
1674,2012,2012-10-11 00:00:00,141.7717,2 - Equipment Use,10,285,Oct
1359,2008,2008-10-12 00:00:00,4573.801,14 - Unknown / Unidentified,10,286,Oct
1884,2015,2015-10-13 00:00:00,901.9863,2 - Equipment Use,10,286,Oct
950,1975,1975-10-14 00:00:00,139.1148,14 - Unknown / Unidentified,10,287,Oct
111,2017,2017-10-14 00:00:00,147.5612,5 - Debris,10,287,Oct
975,1985,1985-10-14 00:00:00,155.9798,14 - Unknown / Unidentified,10,287,Oct
690,1932,1932-10-14 00:00:00,1210.264,14 - Unknown / Unidentified,10,288,Oct
838,1950,1950-10-15 00:00:00,988.42,14 - Unknown / Unidentified,10,288,Oct
2000,2016,2016-10-14 00:00:00,175.3267,9 - Miscellaneous,10,288,Oct
691,1932,1932-10-14 00:00:00,1075.554,14 - Unknown / Unidentified,10,288,Oct
164,2017,2017-10-16 00:00:00,317.201,7 - Arson,10,289,Oct
1041,1999,1999-10-16 00:00:00,12324.31,9 - Miscellaneous,10,289,Oct
930,1970,1970-10-17 00:00:00,356.5763,4 - Campfire,10,290,Oct
1669,2012,2012-10-18 00:00:00,313.9962,11 - Powerline,10,292,Oct
1892,2015,2015-10-20 00:00:00,160.7299,1 - Lightning,10,293,Oct
1281,2007,2007-10-21 00:00:00,3838.895,11 - Powerline,10,294,Oct
1213,2007,2007-10-21 00:00:00,808.8292,11 - Powerline,10,294,Oct
1986,2016,2016-10-20 00:00:00,1704.502,9 - Miscellaneous,10,294,Oct
1259,2007,2007-10-21 00:00:00,38347.47,8 - Playing with fire,10,294,Oct
1278,2007,2007-10-21 00:00:00,90728.33,14 - Unknown / Unidentified,10,294,Oct
1265,2007,2007-10-21 00:00:00,162070.5,9 - Miscellaneous,10,294,Oct
1221,2007,2007-10-22 00:00:00,12769.25,9 - Miscellaneous,10,295,Oct
1242,2007,2007-10-23 00:00:00,602.2324,11 - Powerline,10,296,Oct
1248,2007,2007-10-23 00:00:00,194.8853,6 - Railroad,10,296,Oct
1287,2008,2008-10-22 00:00:00,324.4346,8 - Playing with fire,10,296,Oct
733,1935,1935-10-25 00:00:00,708.7957,14 - Unknown / Unidentified,10,298,Oct
1415,2009,2009-10-25 00:00:00,669.3967,14 - Unknown / Unidentified,10,298,Oct
692,1932,1932-10-24 00:00:00,147.819,14 - Unknown / Unidentified,10,298,Oct
1198,2006,2006-10-26 00:00:00,40176.8,7 - Arson,10,299,Oct
1080,2003,2003-10-26 00:00:00,278.7794,18 - Escaped Prescribed Burn,10,299,Oct
141,2017,2017-10-26 00:00:00,866.273,10 - Vehicle,10,299,Oct
1053,2001,2001-10-27 00:00:00,579.2594,4 - Campfire,10,300,Oct
422,1918,1918-10-27 00:00:00,231.8241,14 - Unknown / Unidentified,10,300,Oct
1097,2005,2005-10-27 00:00:00,361.3871,1 - Lightning,10,300,Oct
1490,2010,2010-10-28 00:00:00,1219.537,11 - Powerline,10,301,Oct
1425,2009,2009-10-29 00:00:00,236.9551,14 - Unknown / Unidentified,10,302,Oct
1284,2007,2007-10-29 00:00:00,239.2608,1 - Lightning,10,302,Oct
1229,2007,2007-10-29 00:00:00,596.9159,1 - Lightning,10,302,Oct
891,1959,1959-10-30 00:00:00,287.9115,11 - Powerline,10,303,Oct
3,2017,2017-10-30 00:00:00,194.0017,10 - Vehicle,10,303,Oct
1996,2016,2016-10-29 00:00:00,2767.803,1 - Lightning,10,303,Oct
1994,2016,2016-10-29 00:00:00,4346.275,1 - Lightning,10,303,Oct
922,1967,1967-11-01 00:00:00,299.8882,16 - Aircraft,11,305,Nov
1084,2004,2004-11-02 00:00:00,130.8606,5 - Debris,11,307,Nov
814,1946,1946-11-06 00:00:00,179.9743,14 - Unknown / Unidentified,11,310,Nov
954,1976,1976-11-05 00:00:00,475.3863,7 - Arson,11,310,Nov
1285,2007,2007-11-08 00:00:00,1106.248,1 - Lightning,11,312,Nov
1653,2012,2012-11-08 00:00:00,136.8997,2 - Equipment Use,11,313,Nov
1057,2001,2001-11-10 00:00:00,142.2826,9 - Miscellaneous,11,314,Nov
1335,2008,2008-11-13 00:00:00,1946.342,4 - Campfire,11,318,Nov
1358,2008,2008-11-14 00:00:00,11260.19,14 - Unknown / Unidentified,11,319,Nov
1182,2006,2006-11-18 00:00:00,213.4518,4 - Campfire,11,322,Nov
1753,2013,2013-11-23 00:00:00,304.9261,2 - Equipment Use,11,327,Nov
1062,2002,2002-11-25 00:00:00,355.8457,5 - Debris,11,329,Nov
952,1976,1976-11-26 00:00:00,187.3974,5 - Debris,11,331,Nov
166,2017,2017-11-29 00:00:00,325.5135,10 - Vehicle,11,333,Nov
1539,2011,2011-12-01 00:00:00,101.2743,5 - Debris,12,335,Dec
1541,2011,2011-12-01 00:00:00,342.9043,9 - Miscellaneous,12,335,Dec
1621,2011,2011-12-01 00:00:00,698.1445,5 - Debris,12,335,Dec
1157,2006,2006-12-03 00:00:00,128.578,14 - Unknown / Unidentified,12,337,Dec
131,2017,2017-12-04 00:00:00,281790.9,9 - Miscellaneous,12,338,Dec
67,2017,2017-12-05 00:00:00,15619.15,14 - Unknown / Unidentified,12,339,Dec
68,2017,2017-12-05 00:00:00,6047.719,14 - Unknown / Unidentified,12,339,Dec
85,2017,2017-12-06 00:00:00,371.3076,4 - Campfire,12,340,Dec
1110,2006,2006-12-07 00:00:00,4025.012,10 - Vehicle,12,341,Dec
40,2017,2017-12-07 00:00:00,4080.615,14 - Unknown / Unidentified,12,341,Dec
1113,2006,2006-12-08 00:00:00,301.5148,11 - Powerline,12,342,Dec
540,1923,1923-12-09 00:00:00,162.0936,14 - Unknown / Unidentified,12,343,Dec
851,1953,1953-12-12 00:00:00,6867.87,14 - Unknown / Unidentified,12,346,Dec
1745,2013,2013-12-16 00:00:00,913.963,9 - Miscellaneous,12,350,Dec
1887,2015,2015-12-25 00:00:00,1287.388,11 - Powerline,12,359,Dec
866,1954,1954-12-27 00:00:00,13869.62,14 - Unknown / Unidentified,12,361,Dec
848,1953,1953-12-27 00:00:00,14061.26,14 - Unknown / Unidentified,12,361,Dec
904,1960,1960-12-27 00:00:00,249.7184,5 - Debris,12,362,Dec
